queue_length,estimated_time,category,hour_of_day,day_of_week,is_weekend,wait_time
12,40,Legal,8,2,0,405.1247855920981
37,40,Legal,12,6,1,500.0
16,40,Legal,13,5,1,500.0
57,20,Civil Records,9,5,1,500.0
20,40,Legal,9,1,0,500.0
25,45,Travel,17,3,0,500.0
15,30,Identity,17,3,0,500.0
23,45,Travel,10,5,1,500.0
52,45,Travel,10,1,0,500.0
37,40,Legal,8,1,0,500.0
2,45,Travel,15,1,0,134.4718753573011
12,45,Travel,9,5,1,339.10800275201234
24,25,Transport,14,3,0,500.0
73,30,Identity,8,4,0,500.0
5,40,Legal,10,2,0,181.36754570910884
8,35,Finance,14,5,1,281.3958994640837
31,35,Finance,13,2,0,500.0
55,35,Finance,9,0,0,500.0
10,40,Legal,15,1,0,500.0
15,20,Civil Records,17,1,0,399.8085061556237
39,20,Civil Records,16,0,0,500.0
18,30,Identity,11,2,0,443.9970374933545
54,25,Transport,17,2,0,500.0
12,40,Legal,8,1,0,450.72451265719775
20,45,Travel,12,6,1,500.0
10,45,Travel,12,5,1,500.0
66,35,Finance,17,1,0,500.0
48,40,Legal,11,4,0,500.0
71,45,Travel,10,2,0,500.0
40,45,Travel,14,0,0,500.0
44,25,Transport,12,2,0,500.0
60,30,Identity,12,5,1,500.0
7,40,Legal,9,6,1,173.28897199361066
22,35,Finance,8,0,0,500.0
55,35,Finance,15,5,1,500.0
29,35,Finance,16,0,0,500.0
23,25,Transport,12,5,1,500.0
14,45,Travel,13,0,0,500.0
58,30,Identity,13,2,0,500.0
55,40,Legal,13,0,0,500.0
10,20,Civil Records,15,6,1,211.88910360606755
79,35,Finance,17,6,1,500.0
11,40,Legal,8,1,0,320.9965995958429
63,25,Transport,16,0,0,500.0
39,25,Transport,11,0,0,500.0
66,35,Finance,12,6,1,500.0
36,35,Finance,17,0,0,500.0
9,35,Finance,10,0,0,355.49537552706965
5,40,Legal,8,5,1,138.55966223998928
51,40,Legal,15,3,0,500.0
63,35,Finance,17,4,0,500.0
15,40,Legal,15,0,0,500.0
33,25,Transport,11,5,1,500.0
13,30,Identity,10,5,1,388.18742361281915
7,35,Finance,16,2,0,314.7768254092036
71,30,Identity,16,2,0,500.0
72,35,Finance,13,1,0,500.0
65,35,Finance,9,6,1,500.0
55,20,Civil Records,15,4,0,500.0
42,40,Legal,17,0,0,500.0
58,40,Legal,14,4,0,500.0
25,45,Travel,12,0,0,500.0
4,45,Travel,9,0,0,152.4210577031678
11,40,Legal,13,1,0,500.0
27,20,Civil Records,9,5,1,336.92737026804383
43,25,Transport,14,0,0,500.0
63,20,Civil Records,9,4,0,500.0
33,20,Civil Records,14,3,0,500.0
47,35,Finance,9,1,0,500.0
35,30,Identity,16,4,0,500.0
46,45,Travel,13,5,1,500.0
80,40,Legal,13,2,0,500.0
67,35,Finance,14,0,0,500.0
78,20,Civil Records,8,4,0,500.0
36,35,Finance,12,1,0,500.0
42,20,Civil Records,11,1,0,500.0
3,35,Finance,9,0,0,72.57583429755572
10,25,Transport,16,5,1,229.14383038902506
16,40,Legal,14,6,1,500.0
12,35,Finance,13,6,1,390.3126332026066
4,25,Transport,16,0,0,116.86503799930792
59,35,Finance,15,3,0,500.0
66,30,Identity,16,0,0,500.0
14,25,Transport,8,3,0,226.09439834028439
46,30,Identity,15,1,0,500.0
58,25,Transport,12,1,0,500.0
58,45,Travel,8,3,0,500.0
18,40,Legal,15,3,0,500.0
29,45,Travel,14,3,0,500.0
35,20,Civil Records,8,3,0,500.0
45,40,Legal,17,5,1,500.0
49,35,Finance,9,2,0,500.0
52,25,Transport,12,2,0,500.0
68,35,Finance,8,2,0,500.0
77,40,Legal,8,0,0,500.0
69,20,Civil Records,10,4,0,500.0
14,45,Travel,15,4,0,500.0
24,40,Legal,11,1,0,500.0
30,45,Travel,12,3,0,500.0
27,20,Civil Records,17,6,1,500.0
4,25,Transport,16,6,1,118.48664269876794
75,30,Identity,16,3,0,500.0
36,40,Legal,11,0,0,500.0
74,45,Travel,17,3,0,500.0
45,35,Finance,16,0,0,500.0
75,25,Transport,12,3,0,500.0
28,45,Travel,9,1,0,500.0
57,20,Civil Records,14,2,0,500.0
30,35,Finance,9,3,0,500.0
10,35,Finance,17,4,0,310.5494608076997
16,40,Legal,10,3,0,500.0
27,30,Identity,8,6,1,347.92079674868154
33,45,Travel,17,0,0,500.0
77,20,Civil Records,14,0,0,500.0
64,25,Transport,16,5,1,500.0
27,40,Legal,12,6,1,500.0
1,25,Transport,10,2,0,21.624560721112545
10,30,Identity,15,3,0,337.23743551016884
79,20,Civil Records,8,5,1,500.0
50,30,Identity,8,0,0,500.0
75,30,Identity,12,3,0,500.0
31,25,Transport,9,0,0,500.0
12,20,Civil Records,17,4,0,228.70807065578225
44,30,Identity,13,3,0,500.0
40,35,Finance,15,5,1,500.0
65,25,Transport,11,3,0,500.0
63,20,Civil Records,9,6,1,500.0
60,45,Travel,10,3,0,500.0
74,30,Identity,8,4,0,500.0
39,40,Legal,8,1,0,500.0
15,35,Finance,16,1,0,500.0
74,30,Identity,11,2,0,500.0
35,30,Identity,16,4,0,500.0
34,45,Travel,14,2,0,500.0
61,30,Identity,16,2,0,500.0
25,30,Identity,15,0,0,500.0
70,30,Identity,15,3,0,500.0
71,25,Transport,13,2,0,500.0
11,45,Travel,13,1,0,500.0
10,35,Finance,8,2,0,281.8537909295671
10,25,Transport,15,6,1,249.50974757907994
64,30,Identity,15,5,1,500.0
17,35,Finance,9,5,1,500.0
6,30,Identity,11,1,0,212.62292492377705
49,40,Legal,14,2,0,500.0
71,45,Travel,11,6,1,500.0
73,30,Identity,17,2,0,500.0
50,25,Transport,17,2,0,500.0
72,30,Identity,9,2,0,500.0
26,20,Civil Records,9,1,0,480.3540022456447
30,20,Civil Records,13,5,1,500.0
49,35,Finance,9,5,1,500.0
1,25,Transport,16,6,1,22.684888256422944
66,25,Transport,15,3,0,500.0
5,30,Identity,11,5,1,102.02273820517719
35,40,Legal,13,6,1,500.0
31,45,Travel,8,6,1,500.0
20,25,Transport,16,4,0,500.0
54,45,Travel,14,2,0,500.0
35,45,Travel,12,5,1,500.0
78,25,Transport,14,2,0,500.0
5,35,Finance,17,4,0,184.52762762189192
34,30,Identity,9,6,1,500.0
79,45,Travel,10,4,0,500.0
71,30,Identity,10,4,0,500.0
38,20,Civil Records,14,1,0,500.0
61,25,Transport,15,3,0,500.0
14,35,Finance,8,4,0,500.0
62,25,Transport,11,2,0,500.0
28,45,Travel,8,1,0,500.0
21,40,Legal,8,6,1,500.0
18,20,Civil Records,8,1,0,358.6086955762876
38,35,Finance,17,6,1,500.0
9,35,Finance,13,0,0,416.7164119705633
24,25,Transport,14,4,0,500.0
54,25,Transport,15,1,0,500.0
33,20,Civil Records,13,3,0,500.0
43,20,Civil Records,15,3,0,500.0
62,30,Identity,12,1,0,500.0
62,30,Identity,8,3,0,500.0
20,20,Civil Records,14,4,0,444.2128664728639
20,45,Travel,8,4,0,500.0
29,40,Legal,8,0,0,500.0
38,20,Civil Records,9,6,1,500.0
57,20,Civil Records,11,1,0,500.0
70,45,Travel,12,2,0,500.0
44,40,Legal,12,4,0,500.0
0,20,Civil Records,13,1,0,1.0
16,20,Civil Records,8,6,1,183.83951249386553
18,45,Travel,12,0,0,500.0
74,35,Finance,9,4,0,500.0
47,20,Civil Records,9,5,1,441.48331958023607
12,35,Finance,10,5,1,379.36653526980115
13,35,Finance,8,4,0,419.988292159575
52,40,Legal,17,6,1,500.0
62,40,Legal,10,1,0,500.0
31,45,Travel,13,6,1,500.0
79,20,Civil Records,10,3,0,500.0
34,35,Finance,13,1,0,500.0
71,20,Civil Records,10,2,0,500.0
6,30,Identity,15,2,0,217.686396355593
5,35,Finance,15,4,0,223.26211567688645
5,45,Travel,10,6,1,152.78335021510358
0,25,Transport,17,2,0,1.0
8,35,Finance,15,4,0,299.0064551891823
26,20,Civil Records,9,0,0,401.87224406395535
76,30,Identity,15,3,0,500.0
73,25,Transport,8,5,1,500.0
6,40,Legal,8,6,1,166.05455300831096
78,30,Identity,12,2,0,500.0
70,30,Identity,12,2,0,500.0
76,20,Civil Records,17,3,0,500.0
42,25,Transport,8,5,1,500.0
33,30,Identity,10,2,0,500.0
66,35,Finance,9,0,0,500.0
36,25,Transport,15,5,1,500.0
11,25,Transport,13,1,0,470.42107609263473
48,35,Finance,9,4,0,500.0
63,45,Travel,9,6,1,500.0
21,35,Finance,17,6,1,500.0
2,25,Transport,9,1,0,33.7486931707187
54,30,Identity,16,6,1,500.0
68,40,Legal,12,0,0,500.0
74,45,Travel,16,6,1,500.0
24,35,Finance,8,1,0,500.0
62,25,Transport,17,6,1,500.0
59,20,Civil Records,10,6,1,500.0
76,20,Civil Records,9,3,0,500.0
72,40,Legal,13,2,0,500.0
23,40,Legal,15,5,1,500.0
32,30,Identity,16,6,1,500.0
56,25,Transport,13,0,0,500.0
8,30,Identity,10,5,1,228.79571783095167
10,20,Civil Records,10,1,0,186.057686062701
44,45,Travel,15,0,0,500.0
41,30,Identity,14,3,0,500.0
36,25,Transport,15,2,0,500.0
44,45,Travel,8,6,1,500.0
44,45,Travel,11,0,0,500.0
40,25,Transport,9,5,1,500.0
26,20,Civil Records,12,0,0,498.98713537007745
12,45,Travel,8,6,1,322.62250490502214
80,45,Travel,14,6,1,500.0
11,40,Legal,10,4,0,500.0
17,25,Transport,15,0,0,500.0
17,30,Identity,17,2,0,417.3503285088549
57,40,Legal,10,4,0,500.0
75,35,Finance,15,0,0,500.0
58,45,Travel,9,0,0,500.0
19,35,Finance,8,1,0,500.0
34,40,Legal,12,3,0,500.0
57,40,Legal,17,2,0,500.0
48,25,Transport,12,0,0,500.0
14,35,Finance,11,5,1,500.0
46,30,Identity,10,3,0,500.0
23,25,Transport,16,4,0,500.0
64,40,Legal,13,1,0,500.0
4,25,Transport,10,6,1,68.0154153543536
64,45,Travel,9,6,1,500.0
4,35,Finance,11,2,0,131.70039957073695
35,35,Finance,12,2,0,500.0
79,20,Civil Records,8,5,1,500.0
79,45,Travel,10,5,1,500.0
63,20,Civil Records,13,2,0,500.0
59,25,Transport,10,6,1,500.0
72,20,Civil Records,13,1,0,500.0
3,45,Travel,17,4,0,201.6728431977703
39,20,Civil Records,8,4,0,500.0
19,20,Civil Records,12,3,0,500.0
58,45,Travel,10,3,0,500.0
65,35,Finance,12,6,1,500.0
75,45,Travel,17,5,1,500.0
56,20,Civil Records,14,1,0,500.0
24,30,Identity,13,0,0,500.0
29,20,Civil Records,11,6,1,500.0
30,20,Civil Records,14,0,0,500.0
40,40,Legal,17,1,0,500.0
43,20,Civil Records,9,2,0,500.0
74,20,Civil Records,15,4,0,500.0
15,25,Transport,12,1,0,445.68566668068337
11,25,Transport,10,0,0,331.8155847207605
13,40,Legal,9,6,1,256.92997754841053
3,20,Civil Records,11,3,0,69.56963376628858
27,30,Identity,11,6,1,453.402442929123
6,40,Legal,17,4,0,335.6240063785318
62,45,Travel,10,3,0,500.0
56,35,Finance,12,6,1,500.0
20,45,Travel,9,3,0,500.0
37,45,Travel,13,4,0,500.0
8,45,Travel,13,1,0,500.0
78,30,Identity,9,6,1,500.0
19,25,Transport,11,4,0,500.0
21,40,Legal,12,0,0,500.0
40,25,Transport,8,5,1,500.0
19,40,Legal,16,2,0,500.0
39,40,Legal,17,6,1,500.0
59,35,Finance,9,6,1,500.0
35,35,Finance,11,0,0,500.0
52,25,Transport,9,2,0,500.0
18,20,Civil Records,8,0,0,376.76177283715714
27,30,Identity,8,5,1,500.0
58,45,Travel,10,3,0,500.0
59,40,Legal,17,5,1,500.0
49,30,Identity,10,2,0,500.0
45,20,Civil Records,12,5,1,500.0
72,45,Travel,15,4,0,500.0
19,40,Legal,11,6,1,428.7648891156135
26,35,Finance,8,6,1,500.0
39,40,Legal,12,5,1,500.0
57,20,Civil Records,8,6,1,500.0
27,30,Identity,9,4,0,500.0
59,45,Travel,16,1,0,500.0
36,25,Transport,10,2,0,500.0
66,40,Legal,15,1,0,500.0
38,20,Civil Records,14,5,1,500.0
63,20,Civil Records,12,4,0,500.0
31,35,Finance,15,1,0,500.0
2,25,Transport,14,5,1,67.10369137028907
80,45,Travel,9,2,0,500.0
79,40,Legal,16,0,0,500.0
6,45,Travel,15,0,0,399.1028977625923
54,40,Legal,15,5,1,500.0
78,20,Civil Records,13,0,0,500.0
48,35,Finance,17,5,1,500.0
12,20,Civil Records,13,2,0,257.2344925958659
74,20,Civil Records,8,3,0,500.0
57,35,Finance,16,5,1,500.0
37,30,Identity,14,2,0,500.0
10,45,Travel,14,2,0,500.0
56,30,Identity,15,3,0,500.0
38,35,Finance,17,4,0,500.0
29,30,Identity,16,0,0,500.0
43,20,Civil Records,11,2,0,500.0
77,25,Transport,14,6,1,500.0
57,25,Transport,12,4,0,500.0
27,30,Identity,9,2,0,500.0
50,20,Civil Records,8,1,0,500.0
66,30,Identity,11,4,0,500.0
80,20,Civil Records,10,1,0,500.0
61,20,Civil Records,13,3,0,500.0
67,45,Travel,13,2,0,500.0
32,25,Transport,9,5,1,500.0
46,30,Identity,14,1,0,500.0
8,30,Identity,15,3,0,313.93159406194155
58,45,Travel,13,0,0,500.0
23,40,Legal,10,1,0,500.0
11,45,Travel,9,2,0,437.7458008814494
24,40,Legal,14,4,0,500.0
7,40,Legal,11,1,0,369.74078007590725
62,35,Finance,17,4,0,500.0
11,40,Legal,8,3,0,294.0216688341291
77,35,Finance,12,4,0,500.0
53,35,Finance,15,2,0,500.0
39,20,Civil Records,13,2,0,500.0
23,25,Transport,15,2,0,500.0
71,35,Finance,13,6,1,500.0
54,25,Transport,17,1,0,500.0
58,30,Identity,14,3,0,500.0
22,30,Identity,16,2,0,500.0
24,25,Transport,12,5,1,500.0
67,20,Civil Records,13,4,0,500.0
43,20,Civil Records,16,0,0,500.0
30,30,Identity,11,5,1,500.0
52,20,Civil Records,8,3,0,500.0
72,40,Legal,13,0,0,500.0
18,30,Identity,12,3,0,500.0
50,40,Legal,11,1,0,500.0
62,30,Identity,10,1,0,500.0
25,40,Legal,17,2,0,500.0
34,45,Travel,14,6,1,500.0
32,45,Travel,10,3,0,500.0
22,40,Legal,10,1,0,500.0
75,30,Identity,16,2,0,500.0
30,20,Civil Records,14,2,0,500.0
78,30,Identity,13,2,0,500.0
17,20,Civil Records,15,1,0,500.0
17,45,Travel,10,2,0,500.0
76,30,Identity,15,1,0,500.0
33,35,Finance,10,4,0,500.0
68,45,Travel,17,0,0,500.0
0,45,Travel,11,1,0,1.0
73,30,Identity,15,1,0,500.0
31,25,Transport,15,0,0,500.0
74,45,Travel,17,6,1,500.0
24,35,Finance,9,4,0,500.0
72,40,Legal,15,5,1,500.0
24,25,Transport,15,0,0,500.0
33,30,Identity,16,4,0,500.0
76,30,Identity,12,1,0,500.0
75,40,Legal,10,4,0,500.0
0,45,Travel,14,1,0,1.0
41,40,Legal,15,1,0,500.0
54,35,Finance,9,1,0,500.0
13,20,Civil Records,12,0,0,315.7106073073393
29,25,Transport,14,4,0,500.0
11,45,Travel,16,6,1,364.19774747864903
33,40,Legal,16,0,0,500.0
18,30,Identity,14,2,0,500.0
10,35,Finance,9,3,0,235.34331553905963
36,45,Travel,13,6,1,500.0
23,40,Legal,14,0,0,500.0
38,30,Identity,15,2,0,500.0
61,40,Legal,8,5,1,500.0
80,35,Finance,16,1,0,500.0
71,30,Identity,16,3,0,500.0
44,45,Travel,10,4,0,500.0
33,45,Travel,8,5,1,500.0
9,30,Identity,11,6,1,218.61138787298475
46,30,Identity,15,1,0,500.0
48,45,Travel,16,3,0,500.0
54,30,Identity,16,2,0,500.0
18,25,Transport,11,0,0,477.87895044168545
61,45,Travel,17,4,0,500.0
64,35,Finance,16,6,1,500.0
76,25,Transport,17,2,0,500.0
67,20,Civil Records,17,6,1,500.0
14,25,Transport,13,2,0,500.0
51,30,Identity,12,0,0,500.0
3,40,Legal,16,1,0,181.1195215154542
4,30,Identity,11,3,0,87.93272039946774
35,30,Identity,17,5,1,500.0
65,40,Legal,8,5,1,500.0
41,25,Transport,10,3,0,500.0
34,30,Identity,14,5,1,500.0
53,35,Finance,12,3,0,500.0
18,25,Transport,15,5,1,434.193808191951
15,30,Identity,14,0,0,500.0
53,25,Transport,15,4,0,500.0
17,25,Transport,9,4,0,365.1130712523535
20,20,Civil Records,15,1,0,477.4282006352563
2,30,Identity,11,4,0,71.1279460243289
31,20,Civil Records,17,6,1,467.60226210757315
77,30,Identity,14,6,1,500.0
62,45,Travel,9,2,0,500.0
46,20,Civil Records,9,5,1,500.0
79,30,Identity,14,0,0,500.0
51,40,Legal,11,1,0,500.0
76,45,Travel,9,2,0,500.0
15,20,Civil Records,8,0,0,213.8297401951359
23,25,Transport,16,2,0,500.0
38,30,Identity,11,6,1,500.0
78,40,Legal,14,3,0,500.0
51,30,Identity,11,5,1,500.0
60,45,Travel,12,5,1,500.0
46,40,Legal,11,6,1,500.0
30,40,Legal,15,0,0,500.0
69,45,Travel,10,6,1,500.0
69,35,Finance,16,0,0,500.0
68,25,Transport,9,3,0,500.0
73,25,Transport,16,2,0,500.0
41,45,Travel,15,2,0,500.0
55,45,Travel,17,3,0,500.0
45,40,Legal,16,3,0,500.0
42,30,Identity,10,6,1,500.0
3,25,Transport,16,5,1,90.45595895063748
59,30,Identity,16,1,0,500.0
39,20,Civil Records,17,0,0,500.0
61,45,Travel,12,4,0,500.0
33,35,Finance,17,3,0,500.0
50,20,Civil Records,14,5,1,500.0
64,30,Identity,12,1,0,500.0
66,25,Transport,11,1,0,500.0
52,20,Civil Records,8,3,0,500.0
53,35,Finance,13,2,0,500.0
7,25,Transport,10,0,0,201.39327437208175
50,40,Legal,13,3,0,500.0
19,35,Finance,15,1,0,500.0
19,45,Travel,11,5,1,500.0
52,25,Transport,13,0,0,500.0
38,30,Identity,14,5,1,500.0
78,45,Travel,15,0,0,500.0
70,35,Finance,11,2,0,500.0
49,45,Travel,14,6,1,500.0
68,30,Identity,17,4,0,500.0
78,35,Finance,17,1,0,500.0
63,45,Travel,11,3,0,500.0
52,35,Finance,9,4,0,500.0
58,35,Finance,8,6,1,500.0
50,35,Finance,11,0,0,500.0
21,40,Legal,11,3,0,500.0
73,25,Transport,17,6,1,500.0
46,45,Travel,14,0,0,500.0
26,25,Transport,8,1,0,500.0
69,30,Identity,11,6,1,500.0
52,35,Finance,11,0,0,500.0
0,25,Transport,8,3,0,1.0
2,20,Civil Records,11,3,0,25.503261810273383
46,45,Travel,13,5,1,500.0
25,30,Identity,9,5,1,473.5955152061747
28,35,Finance,9,0,0,500.0
37,25,Transport,9,6,1,500.0
23,30,Identity,13,5,1,500.0
18,35,Finance,8,0,0,477.85016157976764
40,30,Identity,15,6,1,500.0
5,30,Identity,16,3,0,250.66414542628067
5,20,Civil Records,14,3,0,189.5385130319425
52,25,Transport,11,1,0,500.0
16,20,Civil Records,10,1,0,383.45440689815666
38,40,Legal,17,0,0,500.0
25,45,Travel,15,4,0,500.0
7,20,Civil Records,17,4,0,148.49057480488142
78,40,Legal,10,4,0,500.0
29,20,Civil Records,9,4,0,413.75401094961194
21,35,Finance,14,6,1,500.0
37,25,Transport,15,1,0,500.0
50,45,Travel,9,4,0,500.0
79,40,Legal,11,1,0,500.0
48,40,Legal,14,2,0,500.0
38,40,Legal,14,4,0,500.0
18,45,Travel,16,0,0,500.0
28,20,Civil Records,11,5,1,495.3485137825778
35,20,Civil Records,9,1,0,500.0
66,35,Finance,14,2,0,500.0
27,20,Civil Records,14,2,0,500.0
13,20,Civil Records,12,3,0,500.0
50,30,Identity,10,1,0,500.0
58,25,Transport,14,0,0,500.0
15,20,Civil Records,15,0,0,478.2670132004272
1,20,Civil Records,12,4,0,20.820365086412284
36,40,Legal,9,0,0,500.0
14,35,Finance,13,6,1,500.0
10,45,Travel,8,1,0,236.13876126918456
1,35,Finance,14,0,0,64.72370209511811
31,45,Travel,11,4,0,500.0
6,35,Finance,15,0,0,284.12330225487744
46,20,Civil Records,10,4,0,500.0
38,40,Legal,17,3,0,500.0
28,40,Legal,8,4,0,500.0
70,30,Identity,13,2,0,500.0
60,20,Civil Records,13,2,0,500.0
8,45,Travel,17,6,1,269.16630150517454
44,20,Civil Records,17,5,1,500.0
10,30,Identity,16,3,0,398.6792776088453
24,20,Civil Records,8,0,0,462.6638207450698
5,25,Transport,10,5,1,103.20662206268929
70,45,Travel,16,6,1,500.0
57,45,Travel,13,1,0,500.0
52,45,Travel,14,4,0,500.0
37,30,Identity,15,0,0,500.0
37,20,Civil Records,11,5,1,500.0
10,20,Civil Records,17,4,0,201.96663641676605
27,35,Finance,9,1,0,500.0
57,25,Transport,14,4,0,500.0
29,45,Travel,11,1,0,500.0
18,20,Civil Records,13,3,0,451.9637455408469
27,20,Civil Records,15,0,0,500.0
31,35,Finance,15,5,1,500.0
34,45,Travel,14,5,1,500.0
47,35,Finance,15,2,0,500.0
19,20,Civil Records,16,3,0,493.09960698153
9,20,Civil Records,10,5,1,173.81112142808985
44,40,Legal,11,6,1,500.0
54,35,Finance,8,2,0,500.0
60,30,Identity,13,1,0,500.0
54,40,Legal,9,5,1,500.0
12,25,Transport,14,6,1,426.50213841347556
68,45,Travel,13,6,1,500.0
38,35,Finance,13,3,0,500.0
37,30,Identity,12,6,1,500.0
80,45,Travel,10,0,0,500.0
38,40,Legal,14,3,0,500.0
38,45,Travel,10,1,0,500.0
4,30,Identity,13,1,0,145.24056844901813
10,45,Travel,15,1,0,500.0
43,30,Identity,9,4,0,500.0
78,30,Identity,15,4,0,500.0
19,30,Identity,11,5,1,425.1077946293331
33,35,Finance,13,2,0,500.0
51,35,Finance,13,2,0,500.0
67,40,Legal,13,6,1,500.0
58,45,Travel,13,1,0,500.0
43,40,Legal,11,6,1,500.0
32,30,Identity,15,6,1,500.0
42,45,Travel,12,5,1,500.0
27,40,Legal,15,6,1,500.0
73,25,Transport,16,6,1,500.0
10,40,Legal,8,1,0,290.31347654540065
72,40,Legal,11,3,0,500.0
49,25,Transport,13,6,1,500.0
12,35,Finance,12,1,0,500.0
53,45,Travel,9,2,0,500.0
13,40,Legal,16,0,0,500.0
35,35,Finance,9,2,0,500.0
64,30,Identity,10,5,1,500.0
52,45,Travel,12,6,1,500.0
64,35,Finance,11,4,0,500.0
23,30,Identity,12,4,0,500.0
71,25,Transport,11,6,1,500.0
9,35,Finance,14,4,0,467.48383707299627
80,30,Identity,13,4,0,500.0
61,45,Travel,13,5,1,500.0
15,25,Transport,13,6,1,500.0
39,45,Travel,11,0,0,500.0
23,25,Transport,9,0,0,463.9311413733257
60,40,Legal,15,6,1,500.0
57,30,Identity,9,2,0,500.0
49,25,Transport,13,5,1,500.0
76,30,Identity,17,3,0,500.0
75,30,Identity,11,2,0,500.0
10,20,Civil Records,13,1,0,378.810067142108
71,30,Identity,8,2,0,500.0
21,35,Finance,13,5,1,500.0
53,35,Finance,11,3,0,500.0
52,35,Finance,10,1,0,500.0
71,40,Legal,17,3,0,500.0
43,45,Travel,8,3,0,500.0
63,45,Travel,14,4,0,500.0
33,45,Travel,13,5,1,500.0
65,25,Transport,15,6,1,500.0
56,20,Civil Records,13,1,0,500.0
12,20,Civil Records,11,2,0,187.8019426776729
3,30,Identity,15,6,1,79.83405573396074
42,40,Legal,17,4,0,500.0
9,40,Legal,8,6,1,164.51656736144838
71,45,Travel,9,1,0,500.0
42,40,Legal,8,2,0,500.0
52,35,Finance,15,1,0,500.0
66,30,Identity,16,4,0,500.0
66,25,Transport,9,4,0,500.0
49,30,Identity,15,3,0,500.0
34,45,Travel,12,3,0,500.0
56,35,Finance,13,0,0,500.0
76,25,Transport,11,1,0,500.0
66,40,Legal,16,1,0,500.0
2,20,Civil Records,15,0,0,65.07208447282534
60,20,Civil Records,17,4,0,500.0
68,35,Finance,13,0,0,500.0
25,20,Civil Records,8,3,0,374.66870883725693
9,20,Civil Records,14,1,0,346.589892696516
13,35,Finance,8,1,0,378.3081198110181
10,35,Finance,11,4,0,392.2672097858466
16,25,Transport,14,0,0,500.0
65,40,Legal,10,4,0,500.0
71,45,Travel,13,4,0,500.0
7,35,Finance,17,3,0,248.37835434722166
16,40,Legal,10,3,0,466.8502698371179
29,25,Transport,8,5,1,487.16764302975963
57,25,Transport,10,0,0,500.0
31,30,Identity,8,3,0,500.0
7,25,Transport,11,3,0,189.714910693027
42,35,Finance,12,4,0,500.0
73,45,Travel,9,0,0,500.0
58,40,Legal,15,5,1,500.0
51,45,Travel,12,3,0,500.0
7,40,Legal,8,1,0,197.53785601996216
30,25,Transport,13,4,0,500.0
60,35,Finance,11,3,0,500.0
40,40,Legal,13,3,0,500.0
69,45,Travel,17,0,0,500.0
76,30,Identity,17,6,1,500.0
46,25,Transport,12,3,0,500.0
38,35,Finance,12,1,0,500.0
1,25,Transport,13,6,1,34.259992051973036
54,35,Finance,17,0,0,500.0
35,45,Travel,16,6,1,500.0
35,20,Civil Records,9,0,0,500.0
39,20,Civil Records,10,1,0,500.0
54,40,Legal,8,0,0,500.0
8,25,Transport,14,4,0,288.5610703219032
40,40,Legal,11,4,0,500.0
23,25,Transport,12,3,0,500.0
70,45,Travel,8,4,0,500.0
17,20,Civil Records,13,3,0,500.0
48,20,Civil Records,8,1,0,500.0
70,35,Finance,11,5,1,500.0
40,20,Civil Records,10,2,0,500.0
21,30,Identity,11,5,1,500.0
28,25,Transport,11,0,0,500.0
80,45,Travel,13,4,0,500.0
44,45,Travel,16,0,0,500.0
46,40,Legal,14,1,0,500.0
54,30,Identity,8,6,1,500.0
14,40,Legal,17,5,1,474.48330692472746
60,40,Legal,17,5,1,500.0
14,25,Transport,8,6,1,194.43100189315504
65,30,Identity,9,4,0,500.0
64,40,Legal,10,1,0,500.0
19,45,Travel,11,4,0,500.0
77,45,Travel,11,3,0,500.0
33,45,Travel,10,4,0,500.0
67,35,Finance,11,6,1,500.0
61,25,Transport,11,2,0,500.0
32,35,Finance,14,0,0,500.0
69,25,Transport,17,5,1,500.0
2,20,Civil Records,11,0,0,29.707077548326183
12,30,Identity,12,6,1,330.7495764631847
28,25,Transport,17,6,1,473.766749226382
20,25,Transport,12,5,1,500.0
80,45,Travel,13,2,0,500.0
7,45,Travel,10,3,0,363.4560407846833
15,25,Transport,11,0,0,495.44386644092214
48,30,Identity,15,5,1,500.0
5,20,Civil Records,10,2,0,104.81089338552302
23,25,Transport,11,5,1,500.0
59,40,Legal,11,5,1,500.0
79,20,Civil Records,12,2,0,500.0
12,25,Transport,17,1,0,459.0572167472877
8,20,Civil Records,8,4,0,115.01084045182591
61,35,Finance,16,3,0,500.0
28,45,Travel,8,3,0,500.0
70,25,Transport,12,5,1,500.0
70,25,Transport,11,4,0,500.0
17,45,Travel,10,3,0,500.0
41,25,Transport,16,5,1,500.0
35,40,Legal,12,5,1,500.0
8,30,Identity,8,2,0,204.30575219504675
39,30,Identity,8,2,0,500.0
56,45,Travel,9,2,0,500.0
79,35,Finance,11,6,1,500.0
42,35,Finance,16,6,1,500.0
55,20,Civil Records,11,2,0,500.0
36,40,Legal,14,2,0,500.0
47,35,Finance,13,4,0,500.0
64,25,Transport,16,1,0,500.0
20,20,Civil Records,10,3,0,435.62861484885445
66,25,Transport,14,2,0,500.0
32,45,Travel,13,2,0,500.0
53,25,Transport,11,1,0,500.0
55,30,Identity,8,1,0,500.0
74,45,Travel,12,6,1,500.0
77,20,Civil Records,15,0,0,500.0
4,20,Civil Records,9,6,1,52.22509256354308
34,40,Legal,13,0,0,500.0
0,30,Identity,14,2,0,1.0
16,35,Finance,15,1,0,500.0
14,45,Travel,12,0,0,500.0
54,30,Identity,9,5,1,500.0
54,20,Civil Records,17,5,1,500.0
16,20,Civil Records,10,6,1,225.0644267119574
66,35,Finance,9,0,0,500.0
