service_type,day_of_week,is_weekend,hour_of_day,slot_booking_count,avg_hourly_bookings,avg_service_duration_minutes,historical_avg_wait,expected_wait_minutes
license,5,1,11,8,8,27.39,149.07,204.55
license,4,0,9,7,10,24.22,116.57,165.01
license,1,0,14,12,17,29.4,235.63,240
license,5,1,13,14,14,22.36,207.27,240
nic,3,0,11,5,10,20.2,60.84,104.11
nic,6,1,14,6,13,22.42,86.92,139.14
license,4,0,11,13,13,24.15,200.19,240
passport,4,0,10,9,25,30.65,181.61,240
nic,4,0,15,5,10,24.32,64.54,114.57
nic,1,0,14,6,17,20.82,94.14,147.2
passport,5,1,15,7,12,22.95,107.19,158.1
passport,4,0,11,15,17,34.47,325.63,240
license,1,0,14,7,20,24.46,120.57,203.11
passport,2,0,11,12,14,27.99,203.84,240
nic,6,1,10,9,17,26.04,158.55,229.87
license,5,1,9,0,12,22.21,9.99,3
passport,5,1,9,8,8,23.22,117.89,166.33
passport,3,0,9,6,15,37.02,132.82,221.57
license,6,1,14,11,11,23.31,166.58,240
license,0,0,10,1,11,20.6,13.85,30.93
passport,6,1,13,8,14,36.24,194.22,240
license,4,0,14,13,14,28.44,242.22,240
nic,4,0,9,7,7,20.77,92.87,123.96
license,0,0,11,9,13,23.9,145.28,207.13
passport,3,0,10,19,19,29.59,363.71,240
nic,0,0,15,6,13,19.6,69.55,119.05
nic,6,1,15,5,11,17.5,63.5,79.09
license,4,0,11,11,15,26.84,186.14,240
nic,6,1,9,8,8,12.41,70.7,83.13
passport,0,0,9,6,10,37.55,149.33,217.84
license,0,0,10,14,14,24.97,224.86,240
nic,3,0,15,7,10,12.97,58.1,99.87
license,4,0,15,13,13,33.13,276.92,240
passport,6,1,14,9,20,27.93,153.52,240
license,3,0,14,13,20,23.91,208.19,240
passport,3,0,13,14,20,38.23,349.46,240
nic,5,1,13,10,15,14.45,89.85,164.51
license,5,1,11,4,14,22.65,54.03,73.92
nic,4,0,9,7,9,19.34,80.04,132.75
nic,6,1,13,1,14,22.62,18.52,25.82
license,1,0,11,6,12,22.73,75.56,144.52
passport,0,0,11,12,14,30.39,240.78,240
passport,2,0,13,14,15,34.69,312.11,240
passport,3,0,13,9,20,34.49,202.8,240
nic,6,1,9,9,14,22.83,134.65,185.19
license,4,0,14,6,16,27.57,97.53,181.99
nic,6,1,13,9,16,16.05,100.13,148.96
license,5,1,10,8,13,31.49,154.96,230.75
license,2,0,14,13,16,27.89,239.07,240
license,5,1,10,2,10,16.6,27.21,45.69
nic,4,0,14,13,13,15.29,127.8,211.67
license,0,0,9,5,9,21.27,60.17,94.98
nic,0,0,14,9,13,18.16,124.8,187.66
passport,6,1,15,5,16,29.18,94.08,139.86
passport,0,0,11,6,17,34.23,139.47,208.71
license,6,1,14,8,15,25.02,141.47,210.78
passport,5,1,14,7,12,33.91,164.5,240
license,0,0,14,12,15,17.19,128.56,219.8
license,1,0,13,13,18,25.54,214.78,240
passport,5,1,13,6,16,29.09,111.68,174.47
license,3,0,15,11,11,22.18,169.99,240
nic,2,0,11,11,11,12.54,79.97,137.87
license,0,0,15,7,10,26.3,125.11,187.69
passport,0,0,11,13,19,33.17,287.46,240
passport,0,0,11,8,16,34.72,172.28,240
license,6,1,15,4,14,23.37,64.18,85.63
license,4,0,15,8,12,24.79,139.24,204.65
passport,0,0,13,10,23,28.36,198.62,240
nic,0,0,10,7,17,15.24,61.07,109.0
license,1,0,14,13,13,16.12,142.56,221.14
passport,3,0,10,9,19,30.99,176.41,240
nic,1,0,13,11,11,14.08,101.03,169.53
license,4,0,9,7,13,22.84,111.62,147.76
nic,6,1,10,6,15,10,41.19,58.99
license,2,0,11,12,12,19.97,160.29,240
nic,6,1,13,3,10,17.87,25.88,51.31
license,4,0,14,5,6,19.55,50.96,94.27
passport,3,0,13,11,12,34.17,237.98,240
nic,6,1,9,6,14,10,51.0,52.4
nic,0,0,9,10,15,17.16,107.87,165.44
nic,2,0,13,9,9,21.62,125.28,213.86
passport,2,0,11,11,18,33.88,249.78,240
license,1,0,9,9,9,21.79,128.95,185.1
nic,0,0,10,9,14,20.3,105.23,174.94
license,1,0,14,9,11,22.06,130.06,210.26
passport,5,1,15,11,20,33.73,240.41,240
nic,1,0,15,6,22,20.41,92.57,139.12
passport,2,0,13,15,15,32.29,313.81,240
license,2,0,10,10,10,27.27,175.91,240
license,4,0,14,13,21,22.89,199.98,240
passport,6,1,15,10,10,29.96,200.77,240
passport,6,1,11,4,7,37.14,90.95,132.02
passport,4,0,10,10,19,36.05,242.68,240
nic,3,0,11,1,15,22.67,5,30.81
passport,0,0,9,4,9,29.57,80.74,111.27
license,3,0,15,6,8,24.31,107.73,145.34
license,3,0,15,7,7,26.62,121.04,175.75
nic,3,0,13,8,20,11.04,73.4,114.88
license,4,0,14,11,11,18.14,134.51,208.8
nic,2,0,15,14,14,12.34,117.19,170.92
passport,3,0,10,11,16,33.74,254.54,240
passport,6,1,11,11,12,28.35,205.19,240
nic,5,1,10,6,7,13.72,45.89,69.08
license,6,1,15,6,6,26.03,100.0,144.88
license,2,0,13,13,13,24.39,202.46,240
passport,4,0,10,10,11,29.07,202.31,240
license,2,0,11,8,10,22.77,120.49,194.33
passport,2,0,10,17,17,23.34,247.66,240
license,3,0,10,10,12,21.89,141.11,220.12
passport,5,1,9,5,14,34.88,110.55,159.45
nic,5,1,11,5,8,15.95,30.44,64.07
passport,6,1,11,16,16,36.68,381.73,240
nic,1,0,14,12,21,19.9,156.96,240
license,6,1,15,0,9,27.97,9.46,3
license,4,0,10,6,16,27.18,106.4,158.59
passport,1,0,10,7,8,28.73,138.19,195.08
passport,3,0,10,4,16,32.49,86.93,145.05
passport,6,1,14,14,14,31.42,275.26,240
nic,4,0,9,1,15,21.31,15.03,10.61
passport,1,0,13,10,15,38.18,239.83,240
license,4,0,14,1,14,23.62,22.07,61.23
nic,1,0,15,3,7,17.39,45.65,69.76
license,1,0,13,9,17,22.9,132.98,211.45
nic,1,0,9,5,11,24.07,76.27,118.42
nic,5,1,15,4,8,15.6,44.89,51.84
license,3,0,15,13,13,35.64,300.76,240
license,6,1,13,5,11,18.98,52.9,98.61
license,3,0,9,8,8,24.5,134.04,183.29
passport,1,0,10,3,19,34.52,62.62,110.5
nic,6,1,9,9,12,10,73.17,97.37
license,5,1,11,8,8,21.81,93.71,152.82
passport,4,0,11,10,13,31.62,193.85,240
passport,4,0,14,10,17,31.76,209.95,240
nic,1,0,11,11,15,16.88,109.66,184.0
nic,5,1,14,8,13,16.0,83.78,144.3
passport,3,0,9,12,12,28.26,229.2,240
license,5,1,15,6,6,25.05,93.01,138.07
license,6,1,11,5,8,31.1,89.64,141.43
passport,0,0,9,8,13,34.2,166.35,240
passport,1,0,9,9,10,30.12,184.15,240
passport,4,0,15,11,11,29.08,205.09,240
license,1,0,15,9,12,24.37,137.87,214.05
passport,4,0,15,6,18,33.72,135.41,211.61
passport,0,0,10,15,15,32.09,316.73,240
nic,5,1,9,6,11,15.79,63.37,92.26
license,0,0,13,4,14,34.92,106.19,155.83
license,5,1,11,4,8,19.95,59.6,71.08
nic,5,1,15,10,10,16.18,110.31,145.14
passport,1,0,15,7,8,30.74,143.54,202.34
nic,0,0,9,3,14,11.69,31.81,41.07
license,0,0,9,12,12,29.15,248.85,240
nic,0,0,14,10,10,15.29,84.57,173.23
nic,4,0,14,6,12,12.23,58.14,103.46
nic,2,0,13,13,15,16.08,141.27,213.52
license,4,0,15,9,13,18.84,111.05,172.93
nic,5,1,13,4,5,17.47,36.51,68.98
passport,6,1,9,9,17,33.38,203.22,240
nic,1,0,15,16,16,25.6,281.04,240
nic,1,0,15,2,12,23.69,35.37,54.46
passport,0,0,15,8,17,31.22,167.75,240
license,5,1,11,5,11,20.2,63.86,87.09
license,5,1,15,9,9,29.52,178.66,240
license,4,0,11,9,13,24.54,142.81,218.06
passport,2,0,10,8,11,33.03,171.58,240
passport,1,0,14,12,14,33.5,267.73,240
license,5,1,10,3,11,28.16,55.53,75.49
license,1,0,10,8,10,27.52,145.12,222.45
passport,3,0,14,14,31,31.93,288.39,240
license,0,0,9,9,10,34.11,211.72,240
license,5,1,11,6,6,24.02,85.66,122.67
nic,2,0,14,8,12,21.76,115.92,179.88
nic,0,0,11,6,15,17.31,61.72,114.28
license,0,0,14,6,15,22.12,92.33,155.79
license,6,1,10,6,10,18.96,82.54,106.14
license,5,1,14,7,14,18.44,81.34,143.46
license,4,0,9,7,10,27.82,138.56,190.03
nic,4,0,11,9,14,24.26,137.95,223.27
nic,3,0,13,9,13,25.67,147.95,240
nic,3,0,11,8,13,16.23,96.74,135.45
passport,4,0,10,10,15,32.53,215.87,240
license,5,1,13,5,12,24.99,68.47,119.0
nic,3,0,15,5,12,18.27,45.81,95.91
nic,4,0,11,3,17,23.98,55.49,87.27
license,1,0,9,5,6,12.66,37.86,63.5
nic,2,0,14,9,12,15.16,88.93,152.83
nic,2,0,14,12,19,10.78,73.38,145.94
license,0,0,14,9,12,18.3,108.87,174.25
passport,5,1,11,7,15,22.34,112.58,150.53
nic,1,0,9,1,12,11.85,5,11.09
passport,4,0,10,8,17,32.89,175.96,240
license,5,1,15,3,8,14.32,40.96,41.94
license,0,0,15,13,13,23.11,179.99,240
passport,4,0,14,11,18,26.78,183.07,240
nic,3,0,13,13,13,17.9,161.38,240
license,5,1,10,12,18,28.49,227.08,240
passport,3,0,15,11,14,32.26,229.59,240
passport,6,1,10,5,13,29.16,106.97,142.32
license,0,0,14,13,14,28.86,246.72,240
nic,6,1,9,5,8,21.0,58.55,85.63
license,4,0,9,4,9,24.51,76.07,104.59
nic,6,1,15,4,7,15.27,31.05,50.09
nic,3,0,13,8,16,16.82,87.47,158.84
passport,2,0,11,7,18,39.24,170.55,240
nic,2,0,15,11,11,13.04,99.1,159.24
passport,4,0,13,9,24,37.11,212.32,240
passport,5,1,15,6,12,33.74,125.38,180.34
license,6,1,10,8,15,28.49,157.87,219.6
passport,4,0,15,10,15,27.02,172.68,240
passport,3,0,13,10,12,26.2,180.53,240
license,5,1,13,3,15,19.62,33.97,61.95
license,3,0,15,9,9,30.21,169.92,240
passport,6,1,14,7,7,33.83,146.5,240
passport,3,0,13,7,17,33.47,141.45,240
passport,0,0,15,10,15,27.52,183.49,240
passport,1,0,10,8,13,32.86,158.73,240
passport,3,0,14,9,9,31.99,178.88,240
license,6,1,14,10,10,24.17,156.58,238.59
nic,3,0,10,5,13,20.27,73.07,109.05
passport,5,1,14,4,9,23.65,60.66,115.6
license,1,0,14,9,12,20.93,125.19,189.09
passport,3,0,14,11,15,29.24,208.28,240
license,5,1,14,7,10,16.53,68.65,108.07
nic,3,0,10,10,17,23.7,160.61,240
license,0,0,14,12,16,20.94,163.7,240
license,2,0,14,10,10,27.29,182.95,240
license,5,1,11,4,12,20.57,53.16,83.73
license,6,1,9,7,7,22.08,102.65,133.73
passport,3,0,10,6,14,36.72,135.76,222.63
passport,0,0,9,9,9,34.21,193.8,240
nic,0,0,15,5,12,16.81,45.9,87.64
nic,2,0,11,7,7,12.83,51.0,98.61
license,6,1,14,9,9,22.15,134.45,200.31
nic,0,0,14,6,11,16.99,71.06,117.97
license,0,0,13,11,14,25.73,200.92,240
passport,0,0,11,4,20,29.66,82.49,131.62
nic,6,1,10,4,12,16.52,35.87,56.5
passport,5,1,14,13,16,31.27,265.2,240
license,3,0,15,10,10,27.78,189.21,240
passport,2,0,10,7,22,29.62,145.37,224.9
passport,2,0,10,12,12,34.67,274.5,240
license,3,0,15,9,9,22.17,129.53,198.87
passport,6,1,11,6,17,39.86,152.46,240
passport,6,1,14,14,16,33.89,325.86,240
nic,2,0,15,5,11,10.43,30.58,71.4
passport,1,0,14,14,22,29.35,260.91,240
nic,3,0,9,10,12,19.03,121.6,180.85
nic,3,0,11,10,11,11.31,72.13,113.13
license,0,0,14,5,16,18.52,48.23,118.88
nic,3,0,10,8,17,23.48,117.92,194.6
nic,2,0,14,4,15,17.96,39.53,87.72
license,6,1,9,9,11,26.06,149.87,212.03
nic,1,0,14,13,14,10,88.43,159.84
passport,1,0,10,10,13,34.15,239.6,240
passport,0,0,13,10,15,32.07,204.57,240
license,4,0,13,14,15,27.89,258.42,240
nic,1,0,10,4,17,15.92,35.84,70.19
nic,2,0,10,10,13,16.55,111.45,168.89
license,1,0,15,2,10,27.47,36.51,59.22
passport,5,1,15,9,11,31.55,193.22,240
passport,4,0,10,10,10,30.91,205.52,240
nic,2,0,11,7,13,21.51,93.86,145.92
nic,1,0,14,12,12,20.4,151.48,240
license,5,1,15,4,10,26.34,67.62,110.09
passport,1,0,13,7,20,43.02,190.52,240
license,5,1,9,6,10,19.91,106.76,124.9
license,2,0,13,8,14,24.4,126.55,212.92
nic,3,0,13,8,16,21.24,113.91,179.38
nic,3,0,15,5,8,24.04,80.3,128.77
license,1,0,11,8,16,21.17,108.72,172.35
license,2,0,11,7,19,20.74,88.09,143.89
passport,2,0,11,5,15,33.41,95.68,165.07
passport,3,0,10,9,11,37.2,224.36,240
nic,1,0,9,4,14,10,33.62,45.08
license,3,0,10,15,15,26.98,271.35,240
passport,1,0,14,14,14,31.81,288.69,240
license,0,0,14,6,17,20.24,87.92,144.72
license,6,1,9,2,5,29.85,64.7,50.86
nic,5,1,9,4,13,18.15,35.81,53.53
nic,5,1,11,5,5,19.11,63.37,91.61
license,1,0,14,15,17,19.66,193.37,240
nic,6,1,15,7,7,10.57,37.62,65.76
passport,4,0,14,13,20,24.43,206.64,240
license,6,1,15,3,3,27.45,65.86,76.04
passport,0,0,14,17,22,32.16,353.35,240
nic,3,0,14,10,14,13.12,99.23,149.11
passport,0,0,14,11,11,31.07,224.35,240
license,1,0,15,11,13,25.58,181.78,240
license,3,0,13,14,15,23.8,206.54,240
passport,5,1,11,2,7,35.45,51.29,59.05
nic,1,0,13,12,12,26.65,206.76,240
nic,5,1,11,2,4,19.14,11.66,29.8
passport,4,0,11,13,13,31.64,268.14,240
license,5,1,15,0,12,19.84,5,3
license,6,1,10,14,14,17.96,151.05,230.95
passport,5,1,14,13,13,37.76,310.4,240
passport,5,1,15,9,9,32.03,198.16,240
nic,5,1,15,4,4,18.29,52.69,60.85
passport,4,0,10,11,22,38.13,275.32,240
passport,6,1,15,9,12,40.99,235.45,240
nic,6,1,9,2,12,17.4,17.62,18.33
nic,3,0,9,8,10,27.0,118.16,208.67
license,6,1,14,12,12,21.5,167.16,240
nic,4,0,10,7,8,16.29,67.75,107.9
license,3,0,13,10,14,25.9,169.3,240
passport,2,0,9,12,12,30.4,227.28,240
nic,0,0,13,9,13,20.4,118.4,200.75
nic,3,0,11,9,9,12.08,65.23,114.62
license,5,1,14,10,15,27.62,167.72,240
passport,0,0,13,9,14,34.82,197.88,240
license,1,0,11,7,8,28.69,120.03,191.31
nic,2,0,14,8,18,16.82,85.55,159.22
passport,3,0,14,10,11,30.62,197.48,240
nic,0,0,13,1,15,21.51,26.48,46.35
license,1,0,15,13,15,25.1,204.43,240
license,0,0,15,10,11,22.6,146.62,220.89
nic,3,0,14,9,12,19.28,121.23,171.21
license,1,0,9,4,9,23.47,54.5,86.63
license,4,0,10,13,13,23.06,184.74,240
passport,3,0,15,9,10,29.24,168.68,240
nic,6,1,10,3,10,13.92,14.75,30.32
nic,3,0,15,11,11,14.37,99.98,166.03
nic,1,0,9,6,12,20.18,74.82,113.93
passport,5,1,14,13,18,39.15,345.78,240
license,4,0,9,9,15,27.34,165.82,233.71
nic,5,1,13,6,11,16.84,68.4,127.89
passport,2,0,10,12,14,36.48,287.5,240
nic,0,0,11,13,13,19.24,155.64,239.17
passport,0,0,10,11,13,34.86,245.26,240
passport,4,0,15,12,13,30.8,238.61,240
nic,6,1,9,2,13,17.5,21.62,36.35
license,0,0,11,7,18,22.04,109.93,168.73
passport,1,0,9,12,12,33.43,269.83,240
license,1,0,14,15,15,21.94,206.08,240
passport,2,0,15,12,15,34.51,268.78,240
nic,0,0,11,4,12,27.0,71.23,107.9
nic,1,0,11,11,11,19.02,126.02,204.84
passport,1,0,11,15,16,27.78,275.39,240
nic,3,0,9,3,9,13.85,34.49,53.6
license,5,1,10,3,17,28.45,55.55,80.0
passport,2,0,11,8,8,31.76,169.2,240
passport,0,0,10,7,21,38.91,171.35,240
nic,5,1,14,4,12,19.94,52.5,84.24
license,0,0,9,9,16,23.52,135.42,212.44
passport,3,0,15,4,11,38.5,115.2,167.58
license,6,1,11,7,12,27.59,129.34,182.54
passport,1,0,15,7,9,30.48,140.01,212.49
license,2,0,14,15,15,24.25,243.01,240
license,6,1,14,10,10,25.94,155.37,240
passport,3,0,10,9,12,44.4,267.31,240
license,5,1,14,11,12,24.09,156.15,240
nic,6,1,15,8,8,15.65,89.38,128.79
nic,1,0,11,7,13,19.11,67.29,125.87
license,1,0,11,13,13,17.8,152.85,226.24
license,5,1,11,5,5,17.98,68.79,76.82
license,6,1,15,4,12,17.58,53.74,71.5
nic,0,0,10,9,10,21.6,138.44,194.78
nic,5,1,13,6,13,21.61,75.84,136.15
nic,0,0,10,7,16,28.14,142.49,215.9
passport,0,0,13,14,16,37.88,343.82,240
license,2,0,9,11,11,18.82,121.97,197.51
nic,0,0,9,3,18,14.73,23.07,54.71
license,5,1,14,3,12,25.31,52.56,78.79
passport,1,0,9,4,6,33.56,74.73,132.84
license,6,1,10,11,11,24.73,173.82,240
license,6,1,11,6,11,21.17,92.64,130.3
passport,3,0,14,12,19,26.16,208.58,240
license,2,0,10,5,14,28.54,103.11,150.81
license,1,0,15,6,10,22.58,89.3,133.12
passport,4,0,14,5,14,18.24,60.71,102.26
passport,2,0,13,9,12,32.68,187.23,240
license,1,0,14,8,13,24.14,128.63,213.69
passport,5,1,10,4,11,35.11,85.15,114.47
nic,0,0,13,12,14,16.07,117.27,201.81
nic,1,0,10,7,13,24.16,105.03,161.25
passport,2,0,13,12,12,30.91,247.54,240
license,6,1,15,10,10,33.87,225.62,240
nic,5,1,11,2,10,15.36,16.78,24.52
nic,1,0,10,9,12,16.36,96.68,156.84
passport,3,0,11,9,13,32.28,183.35,240
passport,5,1,15,6,18,27.92,106.66,152.07
nic,3,0,10,8,11,14.15,78.24,111.95
nic,4,0,15,4,10,18.23,54.03,72.83
nic,2,0,13,7,12,17.19,71.06,137.03
nic,6,1,14,6,15,21.06,69.63,117.93
license,1,0,14,13,13,30.63,266.53,240
passport,0,0,13,18,18,36.69,410.72,240
passport,0,0,11,13,16,28.56,251.35,240
license,2,0,13,11,15,18.37,136.12,222.86
license,6,1,13,12,12,25.77,197.49,240
nic,2,0,11,11,14,15.04,110.94,164.18
license,6,1,11,4,8,24.31,65.25,87.56
nic,1,0,14,12,13,21.53,167.61,240
nic,5,1,10,10,16,25.08,160.7,235.35
license,0,0,10,6,22,29.09,129.27,185.44
nic,0,0,14,5,11,19.36,90.21,119.44
nic,1,0,15,3,17,19.57,52.65,68.57
passport,3,0,13,15,15,38.87,383.03,240
license,1,0,15,5,7,22.51,67.24,114.43
passport,0,0,15,13,13,22.26,174.26,240
license,6,1,11,7,7,22.01,90.18,146.54
passport,4,0,9,7,9,32.73,155.96,221.87
passport,1,0,11,11,13,29.56,210.3,240
license,1,0,13,13,16,21.98,193.26,240
nic,2,0,14,11,14,19.8,137.03,224.8
passport,6,1,15,7,11,34.49,150.98,229.02
passport,6,1,15,7,10,23.32,107.91,145.82
passport,6,1,11,7,14,34.41,146.93,226.35
license,6,1,10,6,10,22.68,101.03,146.0
license,2,0,14,3,10,17.78,27.83,72.07
license,5,1,15,3,7,16.05,21.49,37.54
nic,0,0,13,7,10,18.98,69.76,142.42
passport,5,1,10,10,14,32.49,217.56,240
nic,2,0,9,1,11,23.71,13.22,33.0
passport,2,0,15,10,14,32.75,221.17,240
license,6,1,11,11,12,22.09,171.47,239.47
license,1,0,14,8,18,21.56,97.79,180.48
nic,2,0,14,8,14,14.88,86.18,138.41
nic,6,1,11,0,5,16.5,5,3
nic,6,1,11,5,9,22.79,74.45,105.78
passport,3,0,14,6,17,24.26,105.56,171.7
passport,4,0,14,12,14,36.33,290.98,240
nic,5,1,9,6,6,20.91,78.4,101.99
passport,6,1,13,8,10,33.18,160.49,240
license,4,0,9,5,6,32.15,96.25,139.2
nic,6,1,14,6,15,21.68,81.88,139.19
nic,3,0,11,5,12,22.33,83.9,114.52
passport,4,0,11,11,12,28.35,205.42,240
license,0,0,9,8,16,22.09,104.94,178.79
nic,2,0,9,7,7,14.65,65.72,91.46
license,1,0,11,8,12,21.31,110.3,171.71
nic,0,0,10,5,5,15.47,48.4,80.14
license,6,1,9,7,7,25.31,118.72,160.4
nic,5,1,13,8,8,17.46,87.42,136.93
passport,0,0,14,14,19,29.66,279.45,240
nic,1,0,15,9,12,19.65,105.56,173.05
license,0,0,14,15,21,22.69,226.09,240
license,5,1,11,2,12,21.22,31.13,39.24
passport,5,1,13,11,15,32.92,232.66,240
passport,6,1,15,6,14,30.33,115.65,177.17
license,1,0,14,7,12,24.54,111.8,180.02
nic,5,1,14,2,2,13.9,17.62,28.33
passport,6,1,15,5,10,34.86,106.28,162.8
nic,4,0,10,4,9,14.24,18.62,53.71
license,6,1,14,5,5,23.9,71.62,115.4
nic,3,0,14,10,19,15.26,90.66,179.77
license,2,0,9,3,7,18.47,30.18,65.75
license,0,0,11,8,16,19.17,113.68,160.58
license,0,0,13,9,19,24.66,145.55,234.93
license,4,0,10,13,13,29.67,251.7,240
passport,5,1,13,7,12,26.97,116.82,183.95
license,2,0,10,10,13,25.03,167.13,240
passport,4,0,9,10,14,41.44,275.63,240
nic,5,1,10,7,14,18.47,90.16,124.4
passport,6,1,9,12,12,31.5,256.57,240
passport,6,1,14,5,10,26.25,82.21,136.86
license,1,0,10,9,17,32.48,185.78,240
passport,0,0,14,8,14,38.02,201.23,240
nic,0,0,10,5,9,14.6,47.57,71.16
license,6,1,10,9,12,20.08,104.75,166.23
passport,0,0,15,11,16,32.99,224.95,240
license,5,1,14,13,13,24.34,200.91,240
license,6,1,13,10,12,26.67,173.05,240
passport,5,1,9,1,7,29.07,21.3,19.68
nic,3,0,15,12,16,18.16,141.17,218.99
passport,3,0,10,15,15,27.02,272.59,240
license,3,0,13,9,21,22.2,135.81,217.43
nic,1,0,10,7,14,19.62,102.51,144.57
nic,4,0,15,7,17,15.18,74.77,113.73
license,0,0,11,4,15,22.09,49.44,94.04
nic,3,0,15,0,12,16.67,5,3
passport,4,0,15,7,15,37.1,171.15,240
passport,5,1,10,7,12,28.44,135.93,194.88
nic,3,0,10,11,13,16.91,106.0,184.33
passport,5,1,11,8,10,35.46,177.93,240
nic,2,0,9,9,10,16.27,79.5,134.72
license,6,1,14,12,12,23.54,178.67,240
license,3,0,13,7,11,27.49,114.57,200.54
nic,2,0,14,9,15,15.71,91.68,157.55
nic,4,0,10,8,14,10.92,53.77,96.75
passport,6,1,15,9,18,32.83,188.16,240
nic,4,0,9,7,12,20.05,105.64,141.67
nic,1,0,15,12,12,14.91,129.89,185.75
license,4,0,15,12,12,17.41,131.93,197.17
license,6,1,14,7,9,24.51,116.18,180.52
passport,4,0,9,6,9,23.8,90.54,133.31
license,3,0,10,5,14,22.74,78.77,121.55
passport,3,0,13,5,13,37.73,115.13,187.23
license,0,0,14,8,14,18.98,89.79,164.81
passport,5,1,14,14,14,36.23,317.55,240
nic,0,0,14,11,12,18.95,128.93,224.25
passport,6,1,10,5,19,32.88,119.81,175.43
license,3,0,10,8,11,26.89,140.72,212.07
nic,5,1,15,0,10,19.49,5,4.57
nic,5,1,11,5,10,15.97,54.21,64.92
license,1,0,10,10,14,23.66,160.34,236.87
nic,4,0,10,5,8,20.12,58.38,105.2
nic,3,0,13,5,14,14.8,47.74,97.02
passport,3,0,15,9,9,39.59,228.54,240
nic,4,0,13,10,10,16.2,96.09,162.52
license,3,0,9,8,8,25.46,146.35,196.76
license,1,0,14,13,17,24.05,195.27,240
license,0,0,14,10,16,23.09,152.12,240
license,3,0,14,10,23,28.83,186.91,240
nic,3,0,15,7,10,23.32,92.94,159.02
nic,1,0,10,6,17,20.26,81.82,127.34
passport,6,1,11,7,7,25.46,114.68,173.24
license,2,0,11,15,15,15.7,159.21,234.38
passport,2,0,13,6,19,26.09,87.51,173.3
passport,2,0,9,5,13,28.06,97.93,135.57
nic,5,1,13,6,14,21.11,74.71,125.86
nic,1,0,13,5,18,25.46,98.82,142.52
nic,0,0,14,5,5,18.38,57.79,102.45
nic,1,0,14,11,13,20.06,145.78,227.96
license,6,1,14,9,15,26.76,160.94,240
passport,1,0,10,9,9,31.52,173.49,240
license,6,1,11,10,10,28.47,189.12,240
license,2,0,9,6,8,28.12,124.16,166.53
nic,1,0,9,6,7,17.42,75.44,109.72
nic,1,0,11,4,12,15.69,33.66,68.59
nic,0,0,10,5,16,17.17,50.63,89.63
license,4,0,10,11,11,28.04,204.96,240
passport,4,0,9,4,9,37.5,94.49,132.74
passport,4,0,14,16,16,25.13,256.25,240
license,5,1,11,8,17,23.66,114.71,188.59
passport,0,0,14,11,20,29.28,213.14,240
license,6,1,10,3,10,22.74,46.14,61.98
passport,2,0,10,6,13,37.47,144.37,228.92
passport,3,0,15,14,14,29.05,267.78,240
license,1,0,15,10,10,25.93,165.19,240
passport,5,1,14,9,16,23.42,132.75,209.82
nic,3,0,14,8,15,17.96,101.85,166.43
license,3,0,13,10,12,19.8,110.01,196.75
passport,0,0,13,11,17,28.36,206.42,240
nic,4,0,15,8,8,14.27,79.52,117.41
license,1,0,10,5,8,20.8,67.62,110.98
passport,5,1,15,7,11,28.62,142.79,194.54
license,0,0,14,8,17,22.2,109.33,184.12
nic,5,1,11,6,6,14.88,43.22,71.52
license,3,0,9,6,7,14.92,46.12,82.23
passport,6,1,11,7,20,23.39,102.99,157.02
license,1,0,14,10,11,23.79,175.22,240
passport,1,0,11,11,14,30.35,213.32,240
passport,1,0,13,12,16,36.89,285.77,240
nic,5,1,9,2,7,14.96,10.54,3
nic,6,1,10,5,10,12.66,38.73,36.76
license,6,1,11,8,12,28.25,139.57,207.12
license,4,0,9,4,11,20.3,44.39,75.44
license,6,1,14,9,9,22.91,131.07,209.97
nic,0,0,13,3,3,18.31,29.07,51.75
license,3,0,9,8,8,26.93,135.29,198.69
passport,4,0,15,7,13,28.26,126.65,188.55
license,1,0,10,11,16,19.02,128.26,223.48
nic,5,1,11,5,10,10,37.55,52.14
passport,1,0,13,10,11,35.92,230.45,240
nic,6,1,11,12,17,17.21,133.27,194.64
nic,6,1,9,4,4,21.17,52.86,76.01
passport,0,0,13,14,16,29.48,281.22,240
passport,2,0,15,7,14,29.51,121.51,201.21
nic,1,0,15,11,13,15.8,106.86,171.76
license,5,1,10,9,9,23.9,130.77,190.6
passport,3,0,13,10,19,25.16,152.14,240
nic,0,0,10,7,17,10.29,48.41,82.41
nic,5,1,13,2,15,17.37,22.85,44.74
passport,2,0,15,4,9,27.59,77.97,110.22
nic,3,0,15,4,11,25.98,67.9,103.5
nic,2,0,9,4,9,15.69,44.82,54.84
passport,1,0,11,11,18,24.75,168.33,240
license,3,0,13,10,14,15.26,94.49,169.62
license,6,1,10,7,11,24.54,109.38,160.85
nic,0,0,13,3,4,20.17,37.15,77.57
license,1,0,11,15,15,23.81,236.12,240
license,6,1,10,6,12,25.2,99.39,146.1
passport,6,1,15,8,16,30.66,162.03,233.81
nic,6,1,15,6,9,21.64,82.07,125.01
license,5,1,15,4,11,21.97,47.71,82.17
license,3,0,15,7,13,22.12,95.44,150.07
passport,0,0,10,11,11,26.53,178.84,240
passport,2,0,11,10,10,22.51,149.01,223.15
license,5,1,14,9,9,21.19,112.61,182.87
passport,4,0,11,12,15,32.49,254.6,240
passport,4,0,15,6,14,39.72,151.26,240
license,4,0,14,9,17,26.04,152.73,240
nic,0,0,15,7,7,17.88,80.96,119.74
